,PLAYER_NAME,total_score
0,Luka Doncic,21.488833817597047
1,Victor Wembanyama,21.423214019817657
2,Nikola Jokic,20.89016144701832
3,Joel Embiid,20.723751455136316
4,Anthony Davis,19.400611850618617
5,Giannis Antetokounmpo,17.59798068370716
6,Domantas Sabonis,17.232147343822458
7,Tyrese Haliburton,16.378903585636895
8,Trae Young,16.372787543191027
9,LaMelo Ball,15.482050942286659
10,LeBron James,14.526651286893062
11,Shai Gilgeous-Alexander,14.04210113869201
12,Jayson Tatum,13.988268665080774
13,Scottie Barnes,13.921941557498622
14,Kevin Durant,13.17627838780565
15,Fred VanVleet,12.909980136613088
16,Donovan Mitchell,12.745353662800413
17,James Harden,12.49332253128261
18,Rudy Gobert,12.383780750449835
19,Stephen Curry,11.909910121654228
20,Nikola Vucevic,11.73539399852097
21,Bam Adebayo,11.634145830381211
22,De'Aaron Fox,11.625379501385858
23,Chet Holmgren,11.40715956869229
24,Lauri Markkanen,11.314505619517544
25,Alperen Sengun,11.092406342407019
26,Dejounte Murray,11.016289532565622
27,Paul George,11.006478625726054
28,Evan Mobley,10.880303323576648
29,Karl-Anthony Towns,10.79274177798744
30,Damian Lillard,10.71210443599627
31,Kawhi Leonard,10.694428761786275
32,Anthony Edwards,10.64943475238585
33,Devin Booker,10.592053472009894
34,Ja Morant,10.587737533955094
35,Jalen Duren,10.479852885477953
36,Kyrie Irving,10.459540778504879
37,Kristaps Porzingis,10.421624024494934
38,Jarrett Allen,10.41950473683744
39,Deandre Ayton,10.260912265966033
40,Tyrese Maxey,9.982297352571003
41,Desmond Bane,9.915624679057801
42,Derrick White,9.902947085686097
43,Nic Claxton,9.691754724557697
44,Jamal Murray,9.657067694057998
45,Jalen Johnson,9.64247425287537
46,Jalen Brunson,9.586117829306842
47,Julius Randle,9.57633713300148
48,Cade Cunningham,9.460265065146265
49,Miles Bridges,9.369891694684327
50,Mark Williams,9.16166839545136
51,Jaren Jackson Jr.,9.095326046563533
52,CJ McCollum,8.895211181211245
53,Myles Turner,8.886705606927169
54,Jusuf Nurkic,8.749225867808054
55,Paolo Banchero,8.641681946390598
56,Clint Capela,8.282235679225554
57,Jrue Holiday,8.14475593733425
58,Kyle Kuzma,8.12399836430974
59,D'Angelo Russell,7.99429519011691
60,DeMar DeRozan,7.96992392074491
61,Brook Lopez,7.957193024407232
62,Terry Rozier,7.930506597099829
63,John Collins,7.804280241759365
64,Darius Garland,7.6660507875701835
65,Alex Caruso,7.584763638090905
66,Donte DiVincenzo,7.354221087632922
67,Anfernee Simons,7.349330806165434
68,Michael Porter Jr.,7.325447656288095
69,Khris Middleton,7.322582167391077
70,Jaylen Brown,7.251304574191008
71,Jabari Smith Jr.,7.2179699468327225
72,Jakob Poeltl,7.185679829614709
73,Jimmy Butler,7.152640609938084
74,Bogdan Bogdanovic,7.1353549356650525
75,Jalen Williams,7.060937179677801
76,Zion Williamson,7.043484271265895
77,Tyler Herro,7.012321760170049
78,Draymond Green,6.957228166386187
79,Mike Conley,6.930823285282591
80,Bradley Beal,6.875718146205933
81,Brandon Ingram,6.82814233519187
82,Keegan Murray,6.813633998587865
83,Deni Avdija,6.780139001225955
84,Jonas Valanciunas,6.72186785588129
85,Marcus Smart,6.697310920199199
86,Josh Hart,6.636919656298294
87,Pascal Siakam,6.606533263572018
88,Austin Reaves,6.598061710843211
89,Coby White,6.589541097509967
90,Javonte Green,6.555401117879285
91,Devin Vassell,6.546399006274389
92,Daniel Gafford,6.418419914823407
93,Mikal Bridges,6.373442590977044
94,Grayson Allen,6.3451920228548815
95,Jordan Poole,6.203260838108693
96,Ivica Zubac,6.1368934186407404
97,Tyus Jones,6.124218909126195
98,Tobias Harris,6.087296067828007
99,Scotty Pippen Jr.,5.977627555810721
100,Klay Thompson,5.9365746684767995
101,Jalen Green,5.896766182083477
102,Franz Wagner,5.892852031053676
103,Herbert Jones,5.86174359589952
104,Isaiah Hartenstein,5.853042970875949
105,Trey Murphy III,5.819716762691288
106,Immanuel Quickley,5.805003633232025
107,Zach LaVine,5.794455982964334
108,OG Anunoby,5.743484835782464
109,Walker Kessler,5.596479787011793
110,Al Horford,5.561070247666853
111,Bobby Portis,5.540041084607636
112,Brandon Miller,5.402592231048771
113,Malcolm Brogdon,5.3624872630795775
114,Keldon Johnson,5.17183375242644
115,Max Strus,5.123670352034501
116,Jalen Suggs,5.086562731506416
117,Jerami Grant,5.083967613376988
118,Nick Richards,5.064083532024765
119,Collin Sexton,4.989913540825897
120,Vince Williams Jr.,4.951918877453304
121,Dennis Schroder,4.927638974274703
122,Kelly Olynyk,4.875998399100326
123,Aaron Gordon,4.870824887188345
124,Malik Monk,4.8278354095843765
125,Shaedon Sharpe,4.799567679134157
126,Chris Paul,4.754049304501282
127,De'Anthony Melton,4.686150984617527
128,Josh Giddey,4.677742041140926
129,Naz Reid,4.627491292257252
130,Buddy Hield,4.578727397269765
131,Saddiq Bey,4.541358431981915
132,Kelly Oubre Jr.,4.519545230627398
133,Jordan Clarkson,4.3941093138215725
134,Tari Eason,4.371575264746732
135,Amen Thompson,4.32858189966045
136,Caris LeVert,4.2805869540937165
137,Santi Aldama,4.21281399889449
138,RJ Barrett,4.19337572702358
139,P.J. Washington,4.132234765947985
140,Jeremy Sochan,4.111939190079813
141,Onyeka Okongwu,4.03233804261961
142,Aaron Nesmith,3.982256957817734
143,Kentavious Caldwell-Pope,3.9269918609925862
144,Tre Jones,3.8931562038520076
145,Cameron Johnson,3.8755326511005794
146,Kyle Lowry,3.8481870147909265
147,Cam Thomas,3.846242752487363
148,Ben Simmons,3.808266815453046
149,Scoot Henderson,3.797063816039469
150,Jaden Ivey,3.6533149410870487
151,Wendell Carter Jr.,3.5645254047648565
152,Luguentz Dort,3.4453161936824
153,Isaiah Stewart,3.372763050217374
154,Dereck Lively II,3.1419913244269027
155,Luke Kennard,3.135070642376115
156,Ayo Dosunmu,3.1059274023085965
157,De'Andre Hunter,3.0907848907588242
158,Eric Gordon,3.0813948552162063
159,Andre Drummond,3.0798834521356246
160,Robert Williams III,3.0280327633657125
161,Jonathan Kuminga,3.0091055797958517
162,Russell Westbrook,2.852351921564861
163,Duncan Robinson,2.8040272464928826
164,Gary Trent Jr.,2.78806296588421
165,Royce O'Neale,2.7785390852428704
166,Brandin Podziemski,2.749088772578321
167,Marvin Bagley III,2.7072374090829845
168,Zach Collins,2.679632961353889
169,GG Jackson II,2.675798853677756
170,T.J. McConnell,2.6534551250170466
171,Paul Reed,2.516966997863383
172,Tre Mann,2.4688421168518557
173,Maozinha Pereira,2.3254270836192976
174,Simone Fontecchio,2.3165213948807972
175,Jaime Jaquez Jr.,2.3099792023928982
176,Jaden McDaniels,2.231593085235231
177,Spencer Dinwiddie,2.225171073528229
178,Andrew Nembhard,2.2142026311703824
179,David Duke Jr.,2.210597334605826
180,Caleb Martin,2.2022326578165305
181,Patrick Williams,2.1836493199868428
182,Malik Beasley,2.1787023069891895
183,Grant Williams,2.1746826016375547
184,Keyonte George,2.1543381047271946
185,Dorian Finney-Smith,2.1322145641775
186,Ausar Thompson,2.065676392243018
187,Kevin Huerter,2.0562119049638885
188,Obi Toppin,2.0445656701900004
189,John Konchar,2.0326202094507644
190,Sam Hauser,2.021898487147972
191,Josh Richardson,2.007835576856214
192,Bruce Brown,2.0007239834625294
193,Matisse Thybulle,1.9612047433692967
194,Taylor Hendricks,1.9167772184404446
195,Nicolas Batum,1.9097014837578374
196,Cody Martin,1.8783959620934607
197,Trayce Jackson-Davis,1.8331031464667138
198,Cole Anthony,1.826675038370981
199,Rui Hachimura,1.789946032306426
200,Corey Kispert,1.7775497722044906
201,Andrew Wiggins,1.7498829151355717
202,Dillon Brooks,1.7194984819844645
203,Jonathan Isaac,1.7175468016335746
204,Norman Powell,1.6819117621670268
205,Jabari Walker,1.598936831757861
206,Bennedict Mathurin,1.5706693265545912
207,Talen Horton-Tucker,1.568268715887075
208,Kris Dunn,1.5680163464972343
209,Trey Jemison,1.455287197796792
210,Precious Achiuwa,1.4246454831271833
211,Nickeil Alexander-Walker,1.4088725028093276
212,Bilal Coulibaly,1.3945986435095645
213,Payton Pritchard,1.3363528919090861
214,Jordan Goodwin,1.3237031272704216
215,Jacob Gilyard,1.312336511152329
216,Robert Covington,1.2915102009766772
217,Bojan Bogdanovic,1.2247147127504636
218,Toumani Camara,1.1923003251401947
219,Jake LaRavia,1.1785755552671995
220,Mitchell Robinson,1.1648415006591686
221,Larry Nance Jr.,1.1211338407488456
222,Isaiah Joe,1.1172203462412114
223,Taurean Prince,1.028891592199174
224,Tim Hardaway Jr.,1.0165537566977196
225,Cason Wallace,1.0004377373389928
226,Kevin Love,0.9740558709545915
227,Davis Bertans,0.9679747844972478
228,Jalen Smith,0.9551089386975904
229,Dennis Smith Jr.,0.9508671658300579
230,Harrison Barnes,0.899910573256406
231,Duop Reath,0.8321057858572507
232,Day'Ron Sharpe,0.8293114834325902
233,Patrick Beverley,0.7885539910116665
234,Vit Krejci,0.7361252771078958
235,Moritz Wagner,0.7123884166013126
236,Isaac Okoro,0.6948850679504032
237,Nikola Jovic,0.6886940237280644
238,Marcus Sasser,0.6000431410793419
239,Tristan Vukcevic,0.5860373585093558
240,Dyson Daniels,0.5847585693668744
241,Cam Whitmore,0.541839783843731
242,Jontay Porter,0.5127425446670941
243,Dalano Banton,0.4801063837915749
244,Dario Saric,0.4449055242876004
245,Terance Mann,0.41448329021297836
246,Derrick Jones Jr.,0.4096375332484999
247,Keon Ellis,0.34547831498121584
248,Julian Champagnie,0.3124941708326706
249,Miles McBride,0.28710018143434357
250,Delon Wright,0.26481861902326054
251,Gary Harris,0.24827769229031726
252,Lonnie Walker IV,0.2326290284151007
253,Cameron Payne,0.2278537896253079
254,Killian Hayes,0.19946342433566566
255,Goga Bitadze,0.1954042721200203
256,Jose Alvarado,0.171308566477814
257,Isaiah Jackson,0.1330306803213994
258,Luke Kornet,0.1294246821655154
259,Ziaire Williams,0.11726833373402973
260,Dru Smith,0.0900634422490022
261,Jared Butler,0.06278574615899726
262,Kyle Anderson,0.04392418963405026
263,Chimezie Metu,0.014726836616957895
264,Naji Marshall,-0.005946601956751951
265,Torrey Craig,-0.02015267881808433
266,Josh Green,-0.02175997110384631
267,Georges Niang,-0.0453516569937531
268,Reggie Jackson,-0.04882993344376507
269,Vasilije Micic,-0.05623976719272432
270,Trey Lyles,-0.12349616080758552
271,Dean Wade,-0.13236474655760772
272,Pat Connaughton,-0.17150071632982028
273,Moses Moody,-0.23946509587266318
274,Aaron Wiggins,-0.29636928750978286
275,Christian Wood,-0.3046917558121248
276,Jordan Nwora,-0.35556151776146466
277,Brandon Clarke,-0.4589153158178668
278,Sam Merrill,-0.47058990317379557
279,Malaki Branham,-0.4710078123778242
280,Gradey Dick,-0.529616462417103
281,Gordon Hayward,-0.6209603831632994
282,Alec Burks,-0.630745326113126
283,Drew Eubanks,-0.6635378825019933
284,Jahmi'us Ramsey,-0.713355035651927
285,Jarred Vanderbilt,-0.7595744050475153
286,Mouhamed Gueye,-0.7692796737257485
287,Kevin Knox II,-0.7867295014410218
288,Daniel Theis,-0.7935382281334318
289,Darius Bazley,-0.8894710134944716
290,Zavier Simpson,-0.9292619993484986
291,James Wiseman,-0.9538300164672608
292,Amir Coffey,-0.9910869942007119
293,Neemias Queta,-1.055157355375559
294,Brice Sensabaugh,-1.057490717975108
295,Charles Bassey,-1.0686621691076632
296,Haywood Highsmith,-1.0695003052082854
297,Derrick Rose,-1.0722228591532688
298,Jae Crowder,-1.1067204320039787
299,Chris Boucher,-1.1147643662831572
300,Justin Champagnie,-1.1732333223851765
301,Kevon Looney,-1.23052608465047
302,Ashton Hagans,-1.2809635911601491
303,Ochai Agbaji,-1.2880597404193792
304,Javon Freeman-Liberty,-1.2893529010208127
305,Quentin Grimes,-1.293528614966453
306,Thomas Bryant,-1.3030499882569302
307,Gary Payton II,-1.3115464246894408
308,Trendon Watford,-1.3117732251152485
309,Aaron Holiday,-1.3228868100889861
310,Bruno Fernando,-1.333610742488709
311,Xavier Tillman,-1.346532106461787
312,Joe Ingles,-1.3740717408334224
313,Landry Shamet,-1.3818807583276826
314,Maxi Kleber,-1.4591153539358805
315,Richaun Holmes,-1.468926527639202
316,Noah Clowney,-1.519818708976911
317,Jaylin Williams,-1.5281741474189565
318,Mo Bamba,-1.5468805973036936
319,Peyton Watson,-1.5469902098412955
320,Cedi Osman,-1.5524572218434982
321,Christian Braun,-1.5589656215710042
322,Lamar Stevens,-1.5630969010729423
323,Evan Fournier,-1.5994926103033063
324,Keon Johnson,-1.7820454654278874
325,Jalen Wilson,-1.8095912826566536
326,Nick Smith Jr.,-1.8118747020376542
327,Bol Bol,-1.8322702472380645
328,Dante Exum,-1.8434827609390374
329,Bones Hyland,-1.8633111186258526
330,Mason Plumlee,-1.8775964191865895
331,Ben Sheppard,-1.887590807838003
332,Marcus Morris Sr.,-1.9289866360490948
333,Jock Landale,-1.9702836723000279
334,Patrick Baldwin Jr.,-1.9705855493447286
335,Otto Porter Jr.,-2.0748259229801844
336,Jordan Hawkins,-2.09597096234039
337,Markelle Fultz,-2.166785402831977
338,Cam Reddish,-2.168851644945291
339,Seth Curry,-2.254878058464022
340,Malachi Flynn,-2.2693257189900073
341,Aleksej Pokusevski,-2.2700794545227825
342,Craig Porter Jr.,-2.2990156355788103
343,Jeff Green,-2.3513491675966685
344,Sasha Vezenkov,-2.418881478266627
345,Johnny Juzang,-2.5210680820504683
346,Kris Murray,-2.544142210356253
347,Josh Okogie,-2.612226919455779
348,Bismack Biyombo,-2.6611683420314813
349,Tosan Evbuomwan,-2.6650388039688804
350,Devonte' Graham,-2.723879173055362
351,Matt Hurt,-2.7622289716855897
352,P.J. Tucker,-2.8277715697871826
353,Garrison Mathews,-2.8767750839949495
354,Jaylen Nowell,-2.886270045858536
355,Keita Bates-Diop,-2.907829966688942
356,DeJon Jarreau,-2.946051651199476
357,Lindy Waters III,-2.9834579485030477
358,Troy Brown Jr.,-2.987527724752443
359,Isaiah Livers,-2.988448667802552
360,Jaden Springer,-3.080821264988416
361,David Roddy,-3.0985582682311636
362,AJ Green,-3.0996608193188693
363,Max Christie,-3.1017700099898917
364,Matt Ryan,-3.112353102324127
365,Stanley Umude,-3.138176252366144
366,Gui Santos,-3.1521365750818293
367,Jaxson Hayes,-3.2025153902294394
368,Jae'Sean Tate,-3.210543655281741
369,Trevelin Queen,-3.2165987157288396
370,Patty Mills,-3.2432204407747838
371,Jeff Dowtin Jr.,-3.257459529311502
372,Monte Morris,-3.278412013064958
373,Marques Bolden,-3.333722706543254
374,Sidy Cissoko,-3.385258575752093
375,Omer Yurtseven,-3.5253485597632985
376,Dominick Barlow,-3.5353394680051133
377,Danilo Gallinari,-3.5655289013576352
378,Ish Smith,-3.6056013116407946
379,Anthony Black,-3.632664370467728
380,Mouhamadou Gueye,-3.643889082951198
381,Danuel House Jr.,-3.6463472442233766
382,Ryan Rollins,-3.6983371813374
383,Andre Jackson Jr.,-3.7279268458419637
384,Micah Potter,-3.7351586784579807
385,Reggie Bullock Jr.,-3.7653894811883935
386,Chris Duarte,-3.768764994947723
387,Garrett Temple,-3.7830603763990736
388,Anthony Gill,-3.793678271500393
389,Sandro Mamukelashvili,-3.803231589680839
390,Caleb Houstan,-3.8055659034981466
391,Damian Jones,-3.810092386392922
392,DeAndre Jordan,-3.833575489847868
393,Davion Mitchell,-3.844012398401015
394,Blake Wesley,-3.867590354307778
395,Nate Hinton,-3.9019388280316716
396,Eugene Omoruyi,-3.902428388182455
397,Jarace Walker,-3.9270695915640927
398,Jaden Hardy,-3.9302335037836955
399,Nassir Little,-3.9492360010946754
400,Skylar Mays,-4.021811221016781
401,Rayan Rupert,-4.027578177227629
402,Ousmane Dieng,-4.100672046136599
403,Kenrich Williams,-4.100761535356156
404,Justin Holiday,-4.125198686317387
405,Jared Rhoden,-4.161659368322243
406,Wesley Matthews,-4.164238290110196
407,Adama Sanogo,-4.167120012628959
408,Bryce McGowens,-4.250992097600274
409,Taj Gibson,-4.284149784955605
410,Jordan McLaughlin,-4.291218307428449
411,Dwight Powell,-4.317459653162579
412,Ish Wainright,-4.333937994310699
413,Svi Mykhailiuk,-4.348091854585991
414,Dalen Terry,-4.41169409894674
415,Oscar Tshiebwe,-4.42542894005736
416,Taze Moore,-4.4529888537970335
417,Jay Huff,-4.472506031144644
418,Leaky Black,-4.4890210648131745
419,JD Davison,-4.54485957705975
420,Shake Milton,-4.611784657267373
421,Alex Len,-4.624971390583991
422,Ricky Council IV,-4.662937595263229
423,Jevon Carter,-4.678622773887945
424,Markieff Morris,-4.721511274624431
425,JaVale McGee,-4.778438647483378
426,Jordan Miller,-4.7795087478427885
427,Theo Maledon,-4.817473037226099
428,Henri Drell,-4.830186120554225
429,Zeke Nnaji,-4.873178915199099
430,Markquis Nowell,-4.893072844527752
431,Kenneth Lofton Jr.,-4.894357726250876
432,Lester Quinones,-4.914448917233314
433,Jermaine Samuels Jr.,-4.935224383987153
434,MarJon Beauchamp,-4.939149880891854
435,Jericho Sims,-4.949447669110379
436,Luka Samanic,-4.9600144910454365
437,Collin Gillespie,-4.9890224307216435
438,JT Thor,-4.993570260732531
439,KJ Martin,-4.994353903504141
440,Moussa Diabate,-5.015984728393673
441,Thaddeus Young,-5.035541873588852
442,Alex Fudge,-5.09096356230574
443,Julian Strawther,-5.123814578003947
444,Doug McDermott,-5.150797504889638
445,Kira Lewis Jr.,-5.177079775966837
446,Cole Swider,-5.197469043430374
447,Kobe Bufkin,-5.266863966593749
448,Terry Taylor,-5.314940545011111
449,Yuta Watanabe,-5.324886400127221
450,Brandon Boston Jr.,-5.329040782036271
451,AJ Griffin,-5.337422581015531
452,Robin Lopez,-5.3570999173906495
453,Orlando Robinson,-5.416617428084983
454,Nathan Mensah,-5.469477281593316
455,Dereon Seabron,-5.488130780611579
456,Onuralp Bitim,-5.528250928220103
457,Josh Minott,-5.535084115081198
458,Jeremiah Robinson-Earl,-5.628410308246658
459,Colin Castleton,-5.650640958724923
460,Jamal Cain,-5.679807289206366
461,DJ Carton,-5.712913650722312
462,Ibou Badji,-5.764541375633029
463,Luka Garza,-5.779230361000452
464,Oshae Brissett,-5.805818904287789
465,Chuma Okeke,-5.839940016557106
466,Jules Bernard,-5.853754004081464
467,Buddy Boeheim,-5.861800983651538
468,Johnny Davis,-5.96044768632101
469,Mike Muscala,-5.976080508341357
470,Jalen McDaniels,-5.976430234593963
471,T.J. Warren,-6.017024860850814
472,Jordan Ford,-6.03357737220145
473,Armoni Brooks,-6.052622944283795
474,Boban Marjanovic,-6.160641276549373
475,Furkan Korkmaz,-6.214552212111675
476,Saben Lee,-6.216285036890838
477,Trent Forrest,-6.247866657128508
478,AJ Lawson,-6.341795333286167
479,James Bouknight,-6.44068337121463
480,Timmy Allen,-6.463364571783601
481,Tristan Thompson,-6.496993557884737
482,Greg Brown III,-6.586111316320488
483,Terquavion Smith,-6.609515887473596
484,Olivier-Maxence Prosper,-6.6683588553851685
485,Olivier Sarr,-6.715515017826707
486,Jacob Toppin,-6.823463636050075
487,Alondes Williams,-6.853749038124548
488,Justin Minaya,-6.87536402945362
489,Jalen Pickett,-6.887689959331091
490,Nate Williams,-6.952485834337708
491,Frank Ntilikina,-6.965464528250221
492,Julian Phillips,-6.994154353102644
493,James Johnson,-7.004462392912244
494,Cody Zeller,-7.0966666280880615
495,Moses Brown,-7.0999101436431316
496,Kessler Edwards,-7.162570143415489
497,Xavier Moon,-7.281096312245807
498,Lindell Wigginton,-7.3230516859873696
499,Gabe Vincent,-7.3378382584729165
500,Amari Bailey,-7.3560086233581785
501,Cory Joseph,-7.374076254575233
502,Jordan Walsh,-7.374587544266455
503,Braxton Key,-7.374741154593095
504,Mamadi Diakite,-7.516145656169478
505,Kobe Brown,-7.656537831832515
506,Brandon Williams,-7.659945816067711
507,Quenton Jackson,-7.6785550104079725
508,E.J. Liddell,-7.722907202546933
509,Harry Giles III,-7.798827713277055
510,D'Moi Hodge,-7.803901058905619
511,Jett Howard,-7.923504651229243
512,Wenyen Gabriel,-7.947066456339534
513,Colby Jones,-7.971875893688362
514,Joe Harris,-8.105524033303384
515,Daishen Nix,-8.129606886165638
516,Jalen Hood-Schifino,-8.321070712329535
517,Seth Lundy,-8.364218241561495
518,Leonard Miller,-8.391094823328485
519,R.J. Hampton,-8.518023207860017
520,Dexter Dennis,-8.543875226341822
521,Dariq Whitehead,-8.645937065227548
522,Malik Williams,-8.95546966287548
523,Emoni Bates,-9.054115461587662
524,Chris Livingston,-9.199741861629894
525,Kendall Brown,-9.321712454657032
526,Udoka Azubuike,-9.487574062040407
527,Mason Jones,-9.49056346347083
528,Jerome Robinson,-9.912406335749317
529,Filip Petrusev,-10.038479725828182
530,Hunter Tyson,-10.37125744670195
531,Isaiah Mobley,-10.439928564533153
532,Usman Garuba,-10.496074262818603
533,Maxwell Lewis,-10.758612102422758
534,DaQuan Jeffries,-11.90109419609615
535,Admiral Schofield,-12.273608579541557
536,Thanasis Antetokounmpo,-12.32125347017094
537,Pete Nance,-14.772317722248165
538,RaiQuan Gray,
539,Kobi Simmons,
540,Izaiah Brockington,
541,Dylan Windler,
542,Drew Peterson,
543,Jamaree Bouyea,
544,D.J. Wilson,
545,Ty Jerome,
546,Kevon Harris,
547,Isaiah Wong,
548,Jack White,
549,Jason Preston,
550,Hamidou Diallo,
551,TyTy Washington Jr.,
552,Keyontae Johnson,
553,Isaiah Thomas,
554,Jalen Slawson,
555,Joshua Primo,
556,Adam Flagler,
557,Wendell Moore Jr.,
558,Juan Toscano-Anderson,
559,Charlie Brown Jr.,
560,Shaquille Harrison,
561,Pat Spencer,
562,Malcolm Cazalon,
563,Jalen Crutcher,
564,Dmytro Skapintsev,
565,Andrew Funk,
566,Ryan Arcidiacono,
567,Kaiser Gates,
568,Danny Green,
569,Ron Harper Jr.,
