,TEAM_ABBREVIATION,PLAYER_NAME,SEASON_ID,GAME_ID,GAME_DATE,MATCHUP,MINUTES,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GAME_COUNT
198,WAS,AJ Price,22012,0021201205,2013-04-15,WAS @ BKN,19.541666666666664,0.4015999999999999,0.30119999999999997,0.151,0.2427,0.4367,0.24820000000000003,0.1328,0.21949999999999997,74
199,WAS,AJ Price,22012,0021201222,2013-04-17,WAS @ CHI,21.446666666666665,0.45719999999999994,0.32709999999999995,0.1732,0.2581,0.4867,0.28150000000000003,0.15,0.2673,75
200,MIN,AJ Price,22013,0021300045,2013-11-03,MIN @ NYK,,,,,,,,,,0
201,MIN,AJ Price,22013,0021300047,2013-11-04,MIN @ CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
202,MIN,AJ Price,22013,0021300067,2013-11-06,MIN vs. GSW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
203,MIN,AJ Price,22013,0021300080,2013-11-08,MIN vs. DAL,0.48333333333333334,0.3333333333333333,0.6666666666666666,0.11566666666666665,0.0,0.0,0.0,0.0,0.0,3
204,MIN,AJ Price,22013,0021300097,2013-11-10,MIN @ LAL,0.3625,0.25,0.5,0.08675,0.0,0.0,0.0,0.0,0.0,4
205,MIN,AJ Price,22013,0021300106,2013-11-11,MIN @ LAC,0.93,0.2666,0.4666,0.17099999999999999,0.15,0.057199999999999994,0.0,0.028599999999999997,0.0666,5
206,MIN,AJ Price,22013,0021300115,2013-11-13,MIN vs. CLE,0.775,0.22216666666666665,0.38883333333333336,0.1425,0.125,0.04766666666666666,0.0,0.02383333333333333,0.0555,6
207,MIN,AJ Price,22013,0021300131,2013-11-15,MIN @ DEN,2.4071428571428575,0.2312857142857143,0.36042857142857143,0.13414285714285715,0.1167142857142857,0.08757142857142856,0.011,0.020428571428571428,0.07271428571428572,7
208,MIN,AJ Price,22013,0021300142,2013-11-16,MIN vs. BOS,2.10625,0.202375,0.315375,0.117375,0.102125,0.076625,0.009625,0.017875,0.063625,8
209,MIN,AJ Price,22013,0021300156,2013-11-19,MIN @ WAS,2.2,0.2262222222222222,0.2803333333333333,0.10433333333333333,0.09077777777777778,0.13755555555555554,0.008555555555555556,0.06355555555555555,0.05655555555555555,9
210,MIN,AJ Price,22013,0021300168,2013-11-20,MIN vs. LAC,1.98,0.2036,0.2523,0.0939,0.0817,0.1238,0.0077,0.057199999999999994,0.0509,10
211,MIN,AJ Price,22013,0021300182,2013-11-22,MIN vs. BKN,1.98,0.2036,0.2523,0.0939,0.0817,0.1238,0.0077,0.057199999999999994,0.0509,11
212,MIN,AJ Price,22013,0021300192,2013-11-23,MIN @ HOU,2.79,0.238,0.26480000000000004,0.10729999999999999,0.11499999999999999,0.1693,0.0804,0.071,0.07949999999999999,12
213,MIN,AJ Price,22013,0021300203,2013-11-25,MIN @ IND,2.905,0.238,0.1648,0.11359999999999999,0.11499999999999999,0.1836,0.0804,0.0877,0.11949999999999998,13
214,MIN,AJ Price,22013,0021300223,2013-11-27,MIN vs. DEN,2.905,0.238,0.1648,0.11359999999999999,0.11499999999999999,0.1836,0.0804,0.0877,0.11949999999999998,14
215,MIN,AJ Price,22013,0021300244,2013-11-30,MIN @ DAL,2.585,0.20469999999999997,0.1315,0.0628,0.04,0.155,0.0804,0.07339999999999999,0.0862,15
216,MIN,AJ Price,22013,0021300253,2013-12-01,MIN @ OKC,2.585,0.20469999999999997,0.1315,0.0628,0.04,0.155,0.0804,0.07339999999999999,0.0862,16
217,MIN,AJ Price,22013,0021300294,2013-12-07,MIN vs. MIA,1.5,0.2136,0.1625,0.054400000000000004,0.1,0.2223,0.0727,0.07339999999999999,0.0686,17
218,MIN,AJ Price,22013,0021300315,2013-12-10,MIN @ DET,2.43,0.2503,0.2292,0.054400000000000004,0.13,0.2848,0.0852,0.0793,0.0829,18
219,MIN,AJ Price,22013,0021300322,2013-12-11,MIN vs. PHI,2.3950000000000005,0.2586,0.2692,0.0714,0.18,0.2598,0.1352,0.0774,0.1329,19
220,MIN,AJ Price,22013,0021300338,2013-12-13,MIN @ SAS,2.3950000000000005,0.2586,0.2692,0.0714,0.18,0.2598,0.1352,0.0774,0.1329,20
221,MIN,AJ Price,22013,0021300351,2013-12-15,MIN @ MEM,2.3950000000000005,0.2586,0.2692,0.0714,0.18,0.2598,0.1352,0.0774,0.1329,21
222,MIN,AJ Price,22013,0021300358,2013-12-16,MIN @ BOS,1.585,0.2242,0.2567,0.057999999999999996,0.1467,0.2143,0.0625,0.0636,0.10430000000000002,22
223,MIN,AJ Price,22013,0021300376,2013-12-18,MIN vs. POR,1.325,0.1242,0.1567,0.017,0.1467,0.2,0.0625,0.0469,0.0643,23
224,MIN,AJ Price,22013,0021300391,2013-12-20,MIN @ LAL,1.325,0.1242,0.1567,0.017,0.1467,0.2,0.0625,0.0469,0.0643,24
225,MIN,AJ Price,22013,0021300406,2013-12-22,MIN @ LAC,1.3433333333333333,0.1242,0.1567,0.017,0.1467,0.2,0.0625,0.0469,0.0643,25
226,MIN,AJ Price,22013,0021300431,2013-12-27,MIN vs. WAS,1.3433333333333333,0.1242,0.1567,0.017,0.1467,0.2,0.0625,0.0469,0.0643,26
227,MIN,AJ Price,22013,0021300444,2013-12-28,MIN @ MIL,1.4166666666666667,0.2117,0.10670000000000002,0.0503,0.08,0.15,0.0625,0.0469,0.0643,27
228,MIN,AJ Price,22013,0021300455,2013-12-30,MIN vs. DAL,0.6483333333333334,0.24169999999999997,0.04,0.0503,0.05,0.1075,0.09,0.040999999999999995,0.11000000000000001,28
229,MIN,AJ Price,22013,0021300470,2014-01-01,MIN vs. NOP,0.3883333333333333,0.1917,0.0,0.0333,0.0,0.06999999999999999,0.04,0.0,0.06,29
230,MIN,AJ Price,22013,0021300493,2014-01-04,MIN vs. OKC,0.6183333333333334,0.225,0.0,0.0583,0.0,0.1533,0.10670000000000002,0.0,0.06,30
231,MIN,AJ Price,22013,0021300505,2014-01-06,MIN @ PHI,0.6183333333333334,0.225,0.0,0.0583,0.0,0.1533,0.10670000000000002,0.0,0.06,31
232,MIN,AJ Price,22013,0021300524,2014-01-08,MIN vs. PHX,1.2583333333333333,0.275,0.014299999999999998,0.06609999999999999,0.0429,0.19329999999999997,0.16670000000000001,0.0147,0.0725,32
233,MIN,AJ Price,22013,0021300535,2014-01-10,MIN vs. CHA,1.2583333333333333,0.275,0.014299999999999998,0.06609999999999999,0.0429,0.19329999999999997,0.16670000000000001,0.0147,0.0725,33
234,MIN,AJ Price,22013,0021300554,2014-01-12,MIN @ SAS,1.8200000000000003,0.35,0.0243,0.0923,0.09290000000000001,0.2383,0.19670000000000004,0.0147,0.0725,34
235,MIN,AJ Price,22013,0021300584,2014-01-17,MIN @ TOR,2.1916666666666664,0.3889,0.0243,0.0923,0.09290000000000001,0.3133,0.19670000000000004,0.048,0.0725,35
236,MIN,AJ Price,22013,0021300645,2014-01-24,MIN @ GSW,2.6216666666666666,0.40890000000000004,0.10430000000000002,0.0923,0.09290000000000001,0.3321,0.22170000000000006,0.048,0.11000000000000001,36
237,MIN,AJ Price,22013,0021300653,2014-01-25,MIN @ POR,2.8416666666666663,0.31250000000000006,0.17570000000000002,0.0699,0.1129,0.31070000000000003,0.2503000000000001,0.0607,0.13,37
238,MIN,AJ Price,22013,0021300680,2014-01-29,MIN vs. NOP,2.8,0.3125,0.20900000000000002,0.0699,0.1129,0.3574,0.2103,0.0607,0.16999999999999998,38
239,MIN,AJ Price,22013,0021300691,2014-01-31,MIN vs. MEM,2.8,0.3125,0.20900000000000002,0.0699,0.1129,0.3574,0.2103,0.0607,0.16999999999999998,39
240,MIN,AJ Price,22013,0021300699,2014-02-01,MIN @ ATL,2.57,0.2792,0.20900000000000002,0.0449,0.1129,0.27409999999999995,0.1436,0.0607,0.16999999999999998,40
241,MIN,AJ Price,22013,0021300722,2014-02-04,MIN vs. LAL,3.07,0.3006,0.23760000000000003,0.0449,0.1429,0.31409999999999993,0.2636,0.0814,0.16999999999999998,41
242,MIN,AJ Price,22013,0021300732,2014-02-05,MIN @ OKC,2.4366666666666665,0.2506,0.22329999999999997,0.0371,0.1,0.3741,0.2036,0.06670000000000001,0.1575,42
243,MIN,AJ Price,22013,0021300747,2014-02-07,MIN @ NOP,2.566666666666667,0.3673,0.22329999999999997,0.0371,0.1,0.5241,0.2036,0.1167,0.1575,43
244,MIN,AJ Price,22013,0021300752,2014-02-08,MIN vs. POR,2.005,0.2923,0.2133,0.0109,0.05,0.4791,0.1736,0.1167,0.1575,44
245,MIN,AJ Price,22013,0021300768,2014-02-10,MIN vs. HOU,1.6149999999999998,0.25339999999999996,0.2133,0.0109,0.05,0.4041,0.1736,0.0834,0.1575,45
246,MIN,AJ Price,22013,0021300786,2014-02-12,MIN vs. DEN,1.3583333333333336,0.2534,0.1333,0.0109,0.1,0.4603,0.1486,0.0834,0.12,46
247,MIN,AJ Price,22013,0021300805,2014-02-19,MIN vs. IND,1.6866666666666668,0.27030000000000004,0.11640000000000002,0.018,0.08,0.4894,0.1815,0.08209999999999999,0.1125,47
248,MIN,AJ Price,22013,0021300830,2014-02-22,MIN @ UTA,1.65,0.2036,0.0831,0.0712,0.08,0.45600000000000007,0.1815,0.1071,0.0125,48
249,MIN,AJ Price,22013,0021300840,2014-02-23,MIN @ POR,1.9116666666666666,0.2286,0.09559999999999999,0.0867,0.13,0.49890000000000007,0.1815,0.1071,0.0375,49
250,MIN,AJ Price,22013,0021300851,2014-02-25,MIN @ PHX,2.2733333333333334,0.2599,0.1206,0.1012,0.1729,0.49890000000000007,0.22149999999999997,0.1071,0.0375,50
251,MIN,AJ Price,22013,0021300881,2014-03-01,MIN @ SAC,1.7733333333333334,0.23850000000000002,0.092,0.1012,0.1429,0.45890000000000003,0.1015,0.0864,0.0375,51
252,MIN,AJ Price,22013,0021300895,2014-03-03,MIN @ DEN,1.7666666666666668,0.23850000000000002,0.092,0.1012,0.1429,0.3589,0.1015,0.0864,0.0375,52
253,MIN,AJ Price,22013,0021300911,2014-03-05,MIN vs. NYK,1.6366666666666667,0.12179999999999999,0.092,0.1012,0.1429,0.2089,0.1015,0.0364,0.0375,53
254,MIN,AJ Price,22013,0021300922,2014-03-07,MIN vs. DET,1.7366666666666668,0.14679999999999999,0.092,0.1012,0.24290000000000003,0.3089,0.15150000000000002,0.0364,0.0375,54
255,CLE,AJ Price,22014,0021400253,2014-12-02,CLE vs. MIL,19.3,0.47729999999999995,0.22550000000000003,0.1377,0.3204,0.5049,0.2984,0.14289999999999997,0.2534,10
256,CLE,AJ Price,22014,0021400273,2014-12-04,CLE @ NYK,17.855,0.43310000000000004,0.21780000000000005,0.12279999999999998,0.2918,0.4528,0.25670000000000004,0.13589999999999997,0.2312,11
257,CLE,AJ Price,22014,0021400281,2014-12-05,CLE @ TOR,16.166666666666668,0.375,0.19519999999999998,0.2142,0.2793,0.5027999999999999,0.2222,0.11489999999999997,0.18449999999999997,12
258,CLE,AJ Price,22014,0021400303,2014-12-08,CLE @ BKN,13.691666666666668,0.3174,0.18000000000000002,0.20359999999999995,0.24250000000000002,0.462,0.18269999999999997,0.10389999999999999,0.1645,13
259,CLE,AJ Price,22014,0021400308,2014-12-09,CLE vs. TOR,12.121666666666666,0.36499999999999994,0.1741,0.1793,0.1869,0.45430000000000004,0.1863,0.098,0.17519999999999997,14
260,CLE,AJ Price,22014,0021400326,2014-12-11,CLE @ OKC,9.679999999999998,0.3186,0.13599999999999998,0.16499999999999998,0.15889999999999999,0.4067,0.16429999999999997,0.08520000000000001,0.1562,15
261,CLE,AJ Price,22014,0021400336,2014-12-12,CLE @ NOP,7.433333333333332,0.3545,0.0873,0.1471,0.22889999999999996,0.45920000000000005,0.12679999999999997,0.0639,0.1312,16
262,CLE,AJ Price,22014,0021400355,2014-12-15,CLE vs. CHA,5.741666666666667,0.3114,0.0632,0.1299,0.1845,0.40920000000000006,0.0982,0.056600000000000004,0.0937,17
263,CLE,AJ Price,22014,0021400370,2014-12-17,CLE vs. ATL,3.603333333333333,0.27359999999999995,0.0339,0.12,0.14750000000000002,0.3539,0.07980000000000001,0.046599999999999996,0.06739999999999999,18
264,CLE,AJ Price,22014,0021400386,2014-12-19,CLE vs. BKN,3.3983333333333334,0.27049999999999996,0.0253,0.11599999999999999,0.1444,0.3693,0.0776,0.0318,0.07629999999999999,19
265,CLE,AJ Price,22014,0021400401,2014-12-21,CLE vs. MEM,1.3183333333333334,0.2102,0.0125,0.10669999999999999,0.1333,0.3054,0.055400000000000005,0.017,0.045,20
266,CLE,AJ Price,22014,0021400416,2014-12-23,CLE vs. MIN,1.3183333333333334,0.2102,0.0125,0.10669999999999999,0.1333,0.3054,0.055400000000000005,0.017,0.045,21
267,CLE,AJ Price,22014,0021400433,2014-12-26,CLE @ ORL,1.53,0.2727,0.0125,0.046700000000000005,0.1833,0.25539999999999996,0.055400000000000005,0.037,0.045,22
268,CLE,AJ Price,22014,0021400453,2014-12-28,CLE vs. DET,2.166666666666667,0.3185,0.020800000000000003,0.0616,0.20329999999999998,0.3498,0.0887,0.045799999999999993,0.045,23
269,CLE,AJ Price,22014,0021400466,2014-12-30,CLE @ ATL,3.595,0.2752,0.0408,0.0756,0.21509999999999999,0.35219999999999996,0.0548,0.0403,0.034999999999999996,24
270,CLE,AJ Price,22014,0021400479,2014-12-31,CLE vs. MIL,4.403333333333334,0.3098,0.0716,0.11139999999999999,0.25149999999999995,0.41369999999999996,0.08560000000000001,0.0471,0.0475,25
271,CLE,AJ Price,22014,0021400484,2015-01-02,CLE @ CHA,5.360000000000001,0.25149999999999995,0.0938,0.1344,0.17649999999999996,0.3702,0.10300000000000001,0.059699999999999996,0.0783,26
272,CLE,AJ Price,22014,0021400503,2015-01-04,CLE vs. DAL,5.360000000000001,0.25149999999999995,0.0938,0.1344,0.17649999999999996,0.3702,0.10300000000000001,0.059699999999999996,0.0783,27
273,CLE,AJ Price,22014,0021400509,2015-01-05,CLE @ PHI,6.753333333333335,0.29279999999999995,0.1112,0.15239999999999998,0.19469999999999996,0.42469999999999997,0.1075,0.0786,0.08739999999999999,28
274,IND,AJ Price,22014,0021400074,2014-11-07,IND @ BOS,,,,,,,,,,0
275,IND,AJ Price,22014,0021400083,2014-11-08,IND vs. WAS,14.45,0.442,0.077,0.149,0.286,0.521,0.417,0.07,0.222,1
276,IND,AJ Price,22014,0021400099,2014-11-10,IND vs. UTA,15.975,0.5115,0.1515,0.1175,0.2055,0.5105,0.381,0.14,0.34450000000000003,2
277,IND,AJ Price,22014,0021400112,2014-11-12,IND @ MIA,18.900000000000002,0.5329999999999999,0.15166666666666664,0.11366666666666665,0.25966666666666666,0.4763333333333333,0.38566666666666666,0.13,0.29633333333333334,3
278,IND,AJ Price,22014,0021400122,2014-11-14,IND vs. DEN,18.941666666666666,0.48074999999999996,0.1285,0.146,0.33375,0.4764999999999999,0.38025,0.15475,0.258,4
279,IND,AJ Price,22014,0021400135,2014-11-15,IND @ CHI,20.03666666666667,0.4774,0.179,0.1454,0.323,0.47639999999999993,0.34819999999999995,0.1494,0.2444,5
280,IND,AJ Price,22014,0021400160,2014-11-19,IND vs. CHA,20.694444444444446,0.4768333333333333,0.23033333333333336,0.151,0.31916666666666665,0.4761666666666666,0.35266666666666663,0.16,0.24533333333333332,6
281,IND,AJ Price,22014,0021400184,2014-11-22,IND vs. PHX,20.154761904761905,0.47028571428571425,0.2318571428571429,0.15399999999999997,0.337,0.47957142857142854,0.3431428571428571,0.14757142857142855,0.26385714285714285,7
282,IND,AJ Price,22014,0021400203,2014-11-24,IND @ DAL,20.308333333333334,0.45875,0.23950000000000002,0.14712499999999998,0.341125,0.48874999999999996,0.32325,0.141625,0.26375,8
283,IND,AJ Price,22014,0021400220,2014-11-26,IND @ SAS,19.133333333333333,0.4633333333333333,0.23633333333333337,0.14266666666666664,0.3436666666666667,0.49,0.3068888888888889,0.1423333333333333,0.2467777777777778,9
284,PHX,AJ Price,22014,0021401034,2015-03-21,PHX @ HOU,7.356666666666667,0.29159999999999997,0.12479999999999998,0.15660000000000002,0.1725,0.43069999999999997,0.10639999999999998,0.09830000000000001,0.10069999999999998,29
285,PHX,AJ Price,22014,0021401046,2015-03-22,PHX vs. DAL,8.690000000000001,0.31849999999999995,0.14019999999999996,0.174,0.19469999999999998,0.4936999999999999,0.10639999999999998,0.11680000000000001,0.11179999999999998,30
286,PHX,AJ Price,22014,0021401072,2015-03-25,PHX vs. SAC,9.665000000000001,0.36139999999999994,0.16879999999999998,0.19790000000000002,0.23220000000000002,0.5485,0.12069999999999999,0.11680000000000001,0.15619999999999998,31
287,PHX,AJ Price,22014,0021401086,2015-03-27,PHX vs. POR,9.836666666666668,0.3322,0.23549999999999996,0.15789999999999998,0.18219999999999997,0.5414000000000001,0.12069999999999999,0.13010000000000002,0.18119999999999997,32
288,PHX,AJ Price,22014,0021401100,2015-03-29,PHX vs. OKC,9.559999999999999,0.3364,0.2558,0.14299999999999996,0.19549999999999998,0.5184000000000001,0.0874,0.1213,0.18119999999999997,33
289,PHX,AJ Price,22014,0021401107,2015-03-30,PHX @ POR,7.795,0.29969999999999997,0.2358,0.129,0.1837,0.476,0.08130000000000001,0.10980000000000001,0.1662,34
290,IND,AJ Price,42010,0041000101,2011-04-16,IND @ CHI,,,,,,,,,,0
291,IND,AJ Price,42010,0041000102,2011-04-18,IND @ CHI,14.0,0.5,0.217,0.119,0.214,0.523,0.273,0.162,0.4,1
292,IND,AJ Price,42010,0041000103,2011-04-21,IND vs. CHI,19.241666666666667,0.4275,0.385,0.1745,0.23199999999999998,0.5115000000000001,0.3745,0.1595,0.4,2
293,IND,AJ Price,42010,0041000104,2011-04-23,IND vs. CHI,17.244444444444444,0.42133333333333334,0.34766666666666673,0.15533333333333332,0.2153333333333333,0.48800000000000004,0.4653333333333333,0.158,0.26666666666666666,3
294,IND,AJ Price,42010,0041000105,2011-04-26,IND @ CHI,16.633333333333333,0.4255,0.37525000000000003,0.13749999999999998,0.27099999999999996,0.43750000000000006,0.45625,0.16025,0.29625,4
295,IND,AJ Price,42011,0041100121,2012-04-28,IND vs. ORL,,,,,,,,,,0
296,IND,AJ Price,42011,0041100122,2012-04-30,IND vs. ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
297,IND,AJ Price,42011,0041100123,2012-05-02,IND @ ORL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
298,IND,AJ Price,42011,0041100124,2012-05-05,IND @ ORL,0.8333333333333334,0.06666666666666667,0.0,0.0,0.0,0.22233333333333336,0.4443333333333333,0.0,0.0,3
299,IND,AJ Price,42011,0041100125,2012-05-08,IND vs. ORL,0.625,0.05,0.0,0.0,0.0,0.16675,0.33325,0.0,0.0,4
300,IND,AJ Price,42011,0041100201,2012-05-13,IND @ MIA,0.5533333333333333,0.04,0.0,0.0,0.0,0.13340000000000002,0.2666,0.0,0.0,5
301,IND,AJ Price,42011,0041100202,2012-05-15,IND @ MIA,0.4611111111111111,0.03333333333333333,0.0,0.0,0.0,0.11116666666666668,0.22216666666666665,0.0,0.0,6
302,IND,AJ Price,42011,0041100203,2012-05-17,IND vs. MIA,0.3952380952380952,0.028571428571428574,0.0,0.0,0.0,0.09528571428571429,0.19042857142857142,0.0,0.0,7
303,IND,AJ Price,42011,0041100204,2012-05-20,IND vs. MIA,0.49583333333333335,0.025,0.0,0.0625,0.0625,0.145875,0.166625,0.0,0.0,8
304,IND,AJ Price,42011,0041100205,2012-05-22,IND @ MIA,0.44074074074074077,0.022222222222222223,0.0,0.05555555555555555,0.05555555555555555,0.12966666666666668,0.1481111111111111,0.0,0.0,9
305,IND,AJ Price,42011,0041100206,2012-05-24,IND vs. MIA,0.6533333333333333,0.0533,0.0222,0.0627,0.11000000000000001,0.21669999999999998,0.1833,0.0,0.0,10
